,Year,Trade.Flow,Reporter,Reporter.Code,CONCAT_1,GDP Country 1,Partner,Partner.Code,CONCAT_2,GDP Country 2,Trade.Value..US..,concat,Year in Force ,FTA Dummy ,Bucket ,Panel Number
2121,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,China,156,2004_China,1.95535E+12,49763175463,410156,2015,0,2,77
2122,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,China,156,2005_China,2.28597E+12,61914973037,410156,2015,0,2,77
2123,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,China,156,2006_China,2.75213E+12,69459176983,410156,2015,0,2,77
2124,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,China,156,2007_China,3.55218E+12,81985131387,410156,2015,0,2,77
2125,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,China,156,2008_China,4.59821E+12,91388900017,410156,2015,0,2,77
2126,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,China,156,2009_China,5.10995E+12,86703245378,410156,2015,0,2,77
2127,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,China,156,2010_China,6.10062E+12,1.16838E+11,410156,2015,0,2,77
2128,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,China,156,2011_China,7.57255E+12,1.34185E+11,410156,2015,0,2,77
2129,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,China,156,2012_China,8.56055E+12,1.34322E+11,410156,2015,0,2,77
2130,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,China,156,2013_China,9.60722E+12,1.45869E+11,410156,2015,0,2,77
2131,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,China,156,2014_China,1.04824E+13,1.45328E+11,410156,2015,0,2,77
2132,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,China,156,2015_China,1.10647E+13,1.37124E+11,410156,2015,1,2,77
2133,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,China,156,2016_China,1.1191E+13,1.24433E+11,410156,2015,1,2,77
2134,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,China,156,2017_China,1.22377E+13,1.42119E+11,410156,2015,1,2,77
2136,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,Colombia,170,1989_Colombia,39540080000,47447909,410170,2016,0,4,78
2137,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,Colombia,170,1990_Colombia,40274200000,57865526,410170,2016,0,4,78
2138,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Colombia,170,1991_Colombia,41239550000,53033532,410170,2016,0,4,78
2139,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Colombia,170,1992_Colombia,49279590000,75277400,410170,2016,0,4,78
2140,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Colombia,170,1993_Colombia,55802540000,161841696,410170,2016,0,4,78
2141,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Colombia,170,1994_Colombia,81703500000,233426640,410170,2016,0,4,78
2142,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Colombia,170,1995_Colombia,92507280000,217687968,410170,2016,0,4,78
2143,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Colombia,170,1996_Colombia,97160110000,193788976,410170,2016,0,4,78
2144,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Colombia,170,1997_Colombia,1.0666E+11,324522464,410170,2016,0,4,78
2145,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Colombia,170,1998_Colombia,98443740000,271900416,410170,2016,0,4,78
2146,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Colombia,170,1999_Colombia,86186160000,152640932,410170,2016,0,4,78
2147,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Colombia,170,2000_Colombia,99886580000,201143959,410170,2016,0,4,78
2148,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Colombia,170,2001_Colombia,98203550000,226147389,410170,2016,0,4,78
2149,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Colombia,170,2002_Colombia,97933390000,272184923,410170,2016,0,4,78
2150,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Colombia,170,2003_Colombia,94684580000,296558909,410170,2016,0,4,78
2151,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Colombia,170,2004_Colombia,1.17075E+11,459475816,410170,2016,0,4,78
2152,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Colombia,170,2005_Colombia,1.46566E+11,623600984,410170,2016,0,4,78
2153,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Colombia,170,2006_Colombia,1.6259E+11,912900344,410170,2016,0,4,78
2154,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Colombia,170,2007_Colombia,2.07416E+11,1120657276,410170,2016,0,4,78
2155,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Colombia,170,2008_Colombia,2.43982E+11,1090758553,410170,2016,0,4,78
2156,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Colombia,170,2009_Colombia,2.33822E+11,797028562,410170,2016,0,4,78
2157,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Colombia,170,2010_Colombia,2.87018E+11,1388552567,410170,2016,0,4,78
2158,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Colombia,170,2011_Colombia,3.35415E+11,1613983644,410170,2016,0,4,78
2159,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Colombia,170,2012_Colombia,3.6966E+11,1467700877,410170,2016,0,4,78
2160,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Colombia,170,2013_Colombia,3.80192E+11,1342312287,410170,2016,0,4,78
2161,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Colombia,170,2014_Colombia,3.78196E+11,1509464055,410170,2016,0,4,78
2162,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Colombia,170,2015_Colombia,2.9152E+11,1128951179,410170,2016,0,4,78
2163,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Colombia,170,2016_Colombia,2.80091E+11,853196415,410170,2016,1,4,78
2164,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Colombia,170,2017_Colombia,3.09191E+11,813717836,410170,2016,1,4,78
2166,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,Australia,36,1989_Australia,2.99318E+11,1004925002,41036,2014,0,1,79
2167,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,Australia,36,1990_Australia,3.10838E+11,955980094,41036,2014,0,1,79
2168,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Australia,36,1991_Australia,3.25358E+11,989970944,41036,2014,0,1,79
2169,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Australia,36,1992_Australia,3.24878E+11,1094498176,41036,2014,0,1,79
2170,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Australia,36,1993_Australia,3.11529E+11,1184713600,41036,2014,0,1,79
2171,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Australia,36,1994_Australia,3.22201E+11,1231881344,41036,2014,0,1,79
2172,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Australia,36,1995_Australia,3.67216E+11,1569259904,41036,2014,0,1,79
2173,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Australia,36,1996_Australia,4.00303E+11,1807662080,41036,2014,0,1,79
2174,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Australia,36,1997_Australia,4.34568E+11,2210460416,41036,2014,0,1,79
2175,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Australia,36,1998_Australia,3.98899E+11,2763339264,41036,2014,0,1,79
2176,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Australia,36,1999_Australia,3.88395E+11,2425938706,41036,2014,0,1,79
2177,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Australia,36,2000_Australia,4.15034E+11,2606244477,41036,2014,0,1,79
2178,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Australia,36,2001_Australia,3.78215E+11,2173195400,41036,2014,0,1,79
2179,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Australia,36,2002_Australia,3.94487E+11,2339584877,41036,2014,0,1,79
2180,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Australia,36,2003_Australia,4.66295E+11,3272124265,41036,2014,0,1,79
2181,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Australia,36,2004_Australia,6.11904E+11,3378476412,41036,2014,0,1,79
2182,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Australia,36,2005_Australia,6.92642E+11,3812063148,41036,2014,0,1,79
2183,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Australia,36,2006_Australia,7.45522E+11,4692086246,41036,2014,0,1,79
2184,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Australia,36,2007_Australia,8.51963E+11,4691190293,41036,2014,0,1,79
2185,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Australia,36,2008_Australia,1.05258E+12,5171339251,41036,2014,0,1,79
2186,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Australia,36,2009_Australia,9.26448E+11,5243141192,41036,2014,0,1,79
2187,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Australia,36,2010_Australia,1.14426E+12,6641618687,41036,2014,0,1,79
2188,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Australia,36,2011_Australia,1.39428E+12,8163844047,41036,2014,0,1,79
2189,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Australia,36,2012_Australia,1.54341E+12,9250484384,41036,2014,0,1,79
2190,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Australia,36,2013_Australia,1.5737E+12,9563088873,41036,2014,0,1,79
2191,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Australia,36,2014_Australia,1.46496E+12,10308812162,41036,2014,1,1,79
2192,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Australia,36,2015_Australia,1.34903E+12,10830214845,41036,2014,1,1,79
2193,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Australia,36,2016_Australia,1.20804E+12,7500619024,41036,2014,1,1,79
2194,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Australia,36,2017_Australia,1.32342E+12,19861457998,41036,2014,1,1,79
2196,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,New Zealand,554,1989_New Zealand,44170560000,153951170,410554,2015,0,6,80
2197,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,New Zealand,554,1990_New Zealand,45519030000,129694816,410554,2015,0,6,80
2198,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,New Zealand,554,1991_New Zealand,42756020000,120205896,410554,2015,0,6,80
2199,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,New Zealand,554,1992_New Zealand,41636010000,112750160,410554,2015,0,6,80
2200,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,New Zealand,554,1993_New Zealand,46712020000,124411840,410554,2015,0,6,80
2201,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,New Zealand,554,1994_New Zealand,55154160000,157145776,410554,2015,0,6,80
2202,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,New Zealand,554,1995_New Zealand,63918040000,201599312,410554,2015,0,6,80
2203,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,New Zealand,554,1996_New Zealand,70140840000,233187456,410554,2015,0,6,80
2204,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,New Zealand,554,1997_New Zealand,66074510000,241010576,410554,2015,0,6,80
2205,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,New Zealand,554,1998_New Zealand,56227700000,208681280,410554,2015,0,6,80
2206,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,New Zealand,554,1999_New Zealand,58762260000,277307153,410554,2015,0,6,80
2207,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,New Zealand,554,2000_New Zealand,52622840000,286092449,410554,2015,0,6,80
2208,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,New Zealand,554,2001_New Zealand,53872430000,272161689,410554,2015,0,6,80
2209,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,New Zealand,554,2003_New Zealand,88250890000,432784292,410554,2015,0,6,80
2210,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,New Zealand,554,2004_New Zealand,1.03905E+11,620180827,410554,2015,0,6,80
2211,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,New Zealand,554,2005_New Zealand,1.14719E+11,670306083,410554,2015,0,6,80
2212,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,New Zealand,554,2006_New Zealand,1.11609E+11,672981250,410554,2015,0,6,80
2213,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,New Zealand,554,2007_New Zealand,1.37316E+11,699024675,410554,2015,0,6,80
2214,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,New Zealand,554,2008_New Zealand,1.3328E+11,824784627,410554,2015,0,6,80
2215,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,New Zealand,554,2009_New Zealand,1.21339E+11,890760281,410554,2015,0,6,80
2216,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,New Zealand,554,2010_New Zealand,1.46584E+11,918464477,410554,2015,0,6,80
2217,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,New Zealand,554,2011_New Zealand,1.68462E+11,1103835256,410554,2015,0,6,80
2218,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,New Zealand,554,2012_New Zealand,1.76193E+11,1465065930,410554,2015,0,6,80
2219,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,New Zealand,554,2013_New Zealand,1.90785E+11,1490531608,410554,2015,0,6,80
2220,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,New Zealand,554,2014_New Zealand,2.00955E+11,1738703298,410554,2015,0,6,80
2221,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,New Zealand,554,2015_New Zealand,1.77621E+11,1262745643,410554,2015,1,6,80
2222,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,New Zealand,554,2016_New Zealand,1.89286E+11,1305114534,410554,2015,1,6,80
2223,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,New Zealand,554,2017_New Zealand,2.05853E+11,1305768461,410554,2015,1,6,80
2225,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,Peru,604,1989_Peru,22499560000,3128462,410604,2011,0,3,81
2226,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,Peru,604,1990_Peru,26410390000,10041974,410604,2011,0,3,81
2227,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Peru,604,1991_Peru,34672120000,24621944,410604,2011,0,3,81
2228,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Peru,604,1992_Peru,36139230000,77985416,410604,2011,0,3,81
2229,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Peru,604,1993_Peru,35158110000,57581768,410604,2011,0,3,81
2230,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Peru,604,1994_Peru,44882080000,131556488,410604,2011,0,3,81
2231,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Peru,604,1995_Peru,53312790000,194225632,410604,2011,0,3,81
2232,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Peru,604,1996_Peru,55252410000,204446000,410604,2011,0,3,81
2233,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Peru,604,1997_Peru,58147520000,236169904,410604,2011,0,3,81
2234,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Peru,604,1998_Peru,55501470000,260260736,410604,2011,0,3,81
2235,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Peru,604,1999_Peru,50187320000,189608368,410604,2011,0,3,81
2236,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Peru,604,2000_Peru,51744750000,213412280,410604,2011,0,3,81
2237,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Peru,604,2001_Peru,52030160000,187837387,410604,2011,0,3,81
2238,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Peru,604,2002_Peru,54777550000,195833399,410604,2011,0,3,81
2239,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Peru,604,2003_Peru,58731030000,204396576,410604,2011,0,3,81
2240,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Peru,604,2004_Peru,66768700000,245026475,410604,2011,0,3,81
2241,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Peru,604,2005_Peru,76060610000,282285124,410604,2011,0,3,81
2242,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Peru,604,2006_Peru,88643190000,358875091,410604,2011,0,3,81
2243,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Peru,604,2007_Peru,1.02171E+11,466161415,410604,2011,0,3,81
2244,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Peru,604,2008_Peru,1.20551E+11,720004101,410604,2011,0,3,81
2245,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Peru,604,2009_Peru,1.20823E+11,641425513,410604,2011,0,3,81
2246,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Peru,604,2010_Peru,1.47529E+11,944438116,410604,2011,0,3,81
2247,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,Peru,604,2011_Peru,1.71762E+11,1367725560,410604,2011,1,3,81
2248,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,Peru,604,2012_Peru,1.92649E+11,1472617272,410604,2011,1,3,81
2249,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,Peru,604,2013_Peru,2.01218E+11,1440213360,410604,2011,1,3,81
2250,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,Peru,604,2014_Peru,2.01081E+11,1392062180,410604,2011,1,3,81
2251,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,Peru,604,2015_Peru,1.89927E+11,1217373175,410604,2011,1,3,81
2252,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,Peru,604,2016_Peru,1.9164E+11,1154988692,410604,2011,1,3,81
2253,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,Peru,604,2017_Peru,2.11389E+11,913659444,410604,2011,1,3,81
2255,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,India,699,1989_India,2.92093E+11,674642494,410699,2010,0,5,82
2256,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,India,699,1990_India,3.16697E+11,435315125,410699,2010,0,5,82
2257,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,India,699,1991_India,2.66502E+11,468654848,410699,2010,0,5,82
2258,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,India,699,1992_India,2.84364E+11,438245696,410699,2010,0,5,82
2259,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,India,699,1993_India,2.7557E+11,1803676928,410699,2010,0,5,82
2260,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,India,699,1994_India,3.2291E+11,1160001408,410699,2010,0,5,82
2261,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,India,699,1995_India,3.55476E+11,1125799680,410699,2010,0,5,82
2262,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,India,699,1996_India,3.87656E+11,1176949504,410699,2010,0,5,82
2263,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,India,699,1997_India,4.1032E+11,1147277568,410699,2010,0,5,82
2264,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,India,699,1998_India,4.15731E+11,1611326720,410699,2010,0,5,82
2265,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,India,699,1999_India,4.527E+11,1362359239,410699,2010,0,5,82
2266,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,India,699,2000_India,4.62147E+11,1326165554,410699,2010,0,5,82
2267,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,India,699,2001_India,4.78965E+11,1407728354,410699,2010,0,5,82
2268,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,India,699,2002_India,5.08069E+11,1384136515,410699,2010,0,5,82
2269,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,India,699,2003_India,5.99593E+11,2852952049,410699,2010,0,5,82
2270,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,India,699,2004_India,6.99689E+11,3631977756,410699,2010,0,5,82
2271,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,India,699,2005_India,8.08901E+11,4597836954,410699,2010,0,5,82
2272,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,India,699,2006_India,9.20317E+11,5532796943,410699,2010,0,5,82
2273,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,India,699,2007_India,1.20111E+12,6600039272,410699,2010,0,5,82
2274,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,India,699,2008_India,1.18695E+12,8977063366,410699,2010,0,5,82
2275,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,India,699,2009_India,1.32394E+12,8013290496,410699,2010,0,5,82
2276,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,India,699,2010_India,1.65662E+12,11434595873,410699,2010,1,5,82
2277,2011,Export,Rep. of Korea,410,2011_Rep. of Korea,1.20246E+12,India,699,2011_India,1.82305E+12,12654077920,410699,2010,1,5,82
2278,2012,Export,Rep. of Korea,410,2012_Rep. of Korea,1.22281E+12,India,699,2012_India,1.82764E+12,11922036693,410699,2010,1,5,82
2279,2013,Export,Rep. of Korea,410,2013_Rep. of Korea,1.3056E+12,India,699,2013_India,1.85672E+12,11375792024,410699,2010,1,5,82
2280,2014,Export,Rep. of Korea,410,2014_Rep. of Korea,1.41133E+12,India,699,2014_India,2.03913E+12,12785378331,410699,2010,1,5,82
2281,2015,Export,Rep. of Korea,410,2015_Rep. of Korea,1.38276E+12,India,699,2015_India,2.10239E+12,12029586768,410699,2010,1,5,82
2282,2016,Export,Rep. of Korea,410,2016_Rep. of Korea,1.4148E+12,India,699,2016_India,2.27423E+12,11596031874,410699,2010,1,5,82
2283,2017,Export,Rep. of Korea,410,2017_Rep. of Korea,1.53075E+12,India,699,2017_India,2.59749E+12,15055543131,410699,2010,1,5,82
2285,1989,Export,Rep. of Korea,410,1989_Rep. of Korea,2.43526E+11,Singapore,702,1989_Singapore,30423570000,1532353984,410702,2006,0,2,83
2286,1990,Export,Rep. of Korea,410,1990_Rep. of Korea,2.79349E+11,Singapore,702,1990_Singapore,36152030000,1804585495,410702,2006,0,2,83
2287,1991,Export,Rep. of Korea,410,1991_Rep. of Korea,3.25734E+11,Singapore,702,1991_Singapore,45474440000,2701923072,410702,2006,0,2,83
2288,1992,Export,Rep. of Korea,410,1992_Rep. of Korea,3.50051E+11,Singapore,702,1992_Singapore,52156410000,3221756160,410702,2006,0,2,83
2289,1993,Export,Rep. of Korea,410,1993_Rep. of Korea,3.86303E+11,Singapore,702,1993_Singapore,60644570000,3109459456,410702,2006,0,2,83
2290,1994,Export,Rep. of Korea,410,1994_Rep. of Korea,4.55603E+11,Singapore,702,1994_Singapore,73777790000,4151754752,410702,2006,0,2,83
2291,1995,Export,Rep. of Korea,410,1995_Rep. of Korea,5.56131E+11,Singapore,702,1995_Singapore,87890010000,6689333760,410702,2006,0,2,83
2292,1996,Export,Rep. of Korea,410,1996_Rep. of Korea,5.98099E+11,Singapore,702,1996_Singapore,96403760000,6438763520,410702,2006,0,2,83
2293,1997,Export,Rep. of Korea,410,1997_Rep. of Korea,5.57503E+11,Singapore,702,1997_Singapore,1.00164E+11,5796793344,410702,2006,0,2,83
2294,1998,Export,Rep. of Korea,410,1998_Rep. of Korea,3.74241E+11,Singapore,702,1998_Singapore,85707640000,3690126592,410702,2006,0,2,83
2295,1999,Export,Rep. of Korea,410,1999_Rep. of Korea,4.85248E+11,Singapore,702,1999_Singapore,86283130000,4921810930,410702,2006,0,2,83
2296,2000,Export,Rep. of Korea,410,2000_Rep. of Korea,5.61633E+11,Singapore,702,2000_Singapore,95833930000,5648189193,410702,2006,0,2,83
2297,2001,Export,Rep. of Korea,410,2001_Rep. of Korea,5.33052E+11,Singapore,702,2001_Singapore,89286210000,4079565901,410702,2006,0,2,83
2298,2002,Export,Rep. of Korea,410,2002_Rep. of Korea,6.0902E+11,Singapore,702,2002_Singapore,91941190000,4221468259,410702,2006,0,2,83
2299,2003,Export,Rep. of Korea,410,2003_Rep. of Korea,6.80521E+11,Singapore,702,2003_Singapore,97001380000,4635988034,410702,2006,0,2,83
2300,2004,Export,Rep. of Korea,410,2004_Rep. of Korea,7.64881E+11,Singapore,702,2004_Singapore,1.14189E+11,5653508170,410702,2006,0,2,83
2301,2005,Export,Rep. of Korea,410,2005_Rep. of Korea,8.98137E+11,Singapore,702,2005_Singapore,1.27418E+11,7406632551,410702,2006,0,2,83
2302,2006,Export,Rep. of Korea,410,2006_Rep. of Korea,1.0118E+12,Singapore,702,2006_Singapore,1.47797E+11,9489299810,410702,2006,1,2,83
2303,2007,Export,Rep. of Korea,410,2007_Rep. of Korea,1.12268E+12,Singapore,702,2007_Singapore,1.79981E+11,11949480695,410702,2006,1,2,83
2304,2008,Export,Rep. of Korea,410,2008_Rep. of Korea,1.00222E+12,Singapore,702,2008_Singapore,1.92226E+11,16292970486,410702,2006,1,2,83
2305,2009,Export,Rep. of Korea,410,2009_Rep. of Korea,9.01935E+11,Singapore,702,2009_Singapore,1.92408E+11,13616993796,410702,2006,1,2,83
2306,2010,Export,Rep. of Korea,410,2010_Rep. of Korea,1.0945E+12,Singapore,702,2010_Singapore,2.36422E+11,15244199590,410702,2006,1,2,83
